"","NameID","year","Maker","Type","Name","Sales","Model","Nippyo","price","kata","capacity","FuelType","FuelEfficiency","HH","size","hppw","share","share0"
"113",170,2008,"Daihatsu","KEI","ソニカ",4455,"R",0,1.22392697768763,"CBA-L405S",4,"レギュラー",23,52324877,7.36120875,0.0780487804878049,8.51411461511892e-05,0.923564101259139
"114",170,2009,"Daihatsu","KEI","ソニカ",1142,"R",0,1.24155555555556,"CBA-L405S",4,"レギュラー",23,52877802,7.36120875,0.0780487804878049,2.1596964261109e-05,0.929189662611165
"115",173,2006,"Daihatsu","KEI","タント",106428,"L",1,1.07916666666667,"CBA-L350S",4,"レギュラー",18,51102005,8.638153125,0.0666666666666667,0.00208265800921118,0.915227533635911
"116",173,2007,"Daihatsu","KEI","タント",100216,"L",1,1.07916666666667,"CBA-L350S",4,"レギュラー",18,51713048,8.638153125,0.0666666666666667,0.0019379248347535,0.920174188920367
"117",173,2008,"Daihatsu","KEI","タント",159322,"L",1,1.09626572008114,"DBA-L375S",4,"レギュラー",18.2,52324877,8.76334375,0.0644444444444444,0.00304486143369243,0.923564101259139
"118",173,2009,"Daihatsu","KEI","タント",145432,"L",1,1.11205555555556,"DBA-L375S",4,"レギュラー",18.2,52877802,8.76334375,0.0644444444444444,0.0027503412490557,0.929189662611165
"119",173,2010,"Daihatsu","KEI","タント",191391,"L",1,1.12012227979275,"DBA-L375S",4,"レギュラー",18.2,53362801,8.76334375,0.0644444444444444,0.00358659958647973,0.924956956438625
"120",173,2011,"Daihatsu","KEI","タント",129118,"L",1,1.26560747663551,"DBA-L375S",4,"レギュラー",24.8,53783435,8.76334375,0.0565217391304348,0.00240070200053232,0.93898110077945
"121",173,2012,"Daihatsu","KEI","タント",170609,"L",1,1.26692307692308,"DBA-L375S",4,"レギュラー",25,54171475,8.76334375,0.0565217391304348,0.00314942504334615,0.919761848832804
"122",173,2013,"Daihatsu","KEI","タント",144629,"L",1,1.20996894409938,"DBA-LA600S",4,"レギュラー",28,54594744,8.76334375,0.0565217391304348,0.00264913779978527,0.919563190918159
"123",173,2014,"Daihatsu","KEI","タント",234456,"L",1,1.21148891129032,"DBA-LA600S",4,"レギュラー",28,55952365,8.76334375,0.0565217391304348,0.0041902786414837,0.918813422810635
"124",173,2015,"Daihatsu","KEI","タント",157756,"L",1,1.21878,"DBA-LA600S",4,"レギュラー",28,56412140,8.76334375,0.0565217391304348,0.00279649025901162,0.92791704055191
"125",173,2016,"Daihatsu","KEI","タント",155998,"L",1,1.22,"DBA-LA600S",4,"レギュラー",28,56950757,8.76334375,0.0565217391304348,0.00273917342310305,0.930048041328055
"126",177,2006,"Daihatsu","KEI","テリオスキッド",11192,"L",0,1.24977777777778,"TA-J131G",4,"レギュラー",15.8,51102005,8.387771875,0.0625,0.000219012933054192,0.915227533635911
"127",177,2007,"Daihatsu","KEI","テリオスキッド",8528,"L",0,1.28472222222222,"ABA-J131G",4,"レギュラー",16,51713048,8.387771875,0.0666666666666667,0.000164910024255387,0.920174188920367
"128",177,2008,"Daihatsu","KEI","テリオスキッド",6198,"L",0,1.26648073022312,"ABA-J131G",4,"レギュラー",16,52324877,8.387771875,0.0666666666666667,0.000118452261244685,0.923564101259139
"129",177,2009,"Daihatsu","KEI","テリオスキッド",3943,"L",0,1.30527777777778,"ABA-J131G",4,"レギュラー",16,52877802,8.387771875,0.0666666666666667,7.45681524356856e-05,0.929189662611165
"130",177,2010,"Daihatsu","KEI","テリオスキッド",2685,"L",0,1.31474611398964,"ABA-J131G",4,"レギュラー",16,53362801,8.387771875,0.0666666666666667,5.03159494944802e-05,0.924956956438625
"131",177,2011,"Daihatsu","KEI","テリオスキッド",2649,"L",0,1.31747663551402,"ABA-J131G",4,"レギュラー",16,53783435,8.387771875,0.0666666666666667,4.92530832216276e-05,0.93898110077945
"132",177,2012,"Daihatsu","KEI","テリオスキッド",1359,"L",0,1.31884615384615,"ABA-J131G",4,"レギュラー",16,54171475,8.387771875,0.0666666666666667,2.50870038151998e-05,0.919761848832804
"133",234,2006,"Daihatsu","KEI","ミラ",59826,"2シーター",0,0.707111111111111,"LE-L250V",2,"レギュラー",21,51102005,7.5114375,0.0685714285714286,0.0011707172742048,0.915227533635911
"134",234,2007,"Daihatsu","KEI","ミラ",90500,"L",0,0.896222222222222,"DBA-L275S",4,"レギュラー",21,51713048,7.66166625,0.0773333333333333,0.00175004188498036,0.920174188920367
"135",234,2008,"Daihatsu","KEI","ミラ",85281,"L",0,0.883496957403651,"DBA-L275S",4,"レギュラー",21,52324877,7.66166625,0.0773333333333333,0.00162983660716489,0.923564101259139
